# Generated by scripts/quality/gen_indicator_reference.py — do not hand-edit.
# The parity file's 120-bar random walk, run through an outside reference: the `ta`
# Python library where its definition is the textbook one, a formula written out in
# pandas where it is not. IndicatorReferenceTest compares every series at 1e-6.
#
# series: reference
#   sma20: ta.trend.SMAIndicator
#   ema20: ta.trend.EMAIndicator (first-value seed)
#   wma20: ta.trend.WMAIndicator
#   rsi14: Wilder RSI, simple-mean seed (TA-Lib RSI); `ta` seeds from the first bar
#   macd: ema12 - ema26, as ta.trend.MACD
#   macdSignal: ema9 of the MACD line from its first defined value, as ta.trend.MACD
#   macdHist: line - signal
#   cci20: ta.trend.CCIIndicator (mean absolute deviation)
#   wr14: ta.momentum.WilliamsRIndicator
#   stochK: ta.momentum.StochasticOscillator %K (raw)
#   stochD: ta.momentum.StochasticOscillator %D (sma3 of %K)
#   roc10: ta.momentum.ROCIndicator
#   momentum10: close - close[10]
#   uo: ta.momentum.UltimateOscillator
#   ao: ta.momentum.AwesomeOscillatorIndicator
#   tsi: ta.momentum.TSIIndicator
#   kama: ta.momentum.KAMAIndicator
#   smiErgodic: 100·ema5(ema20(Δclose)) / ema5(ema20(|Δclose|)) — the TSI form TradingView uses
#   smiErgodicSignal: ema5 of the SMI from its first defined value
#   ppo: ta.momentum.PercentagePriceOscillator
#   ppoSignal: ta.momentum.PercentagePriceOscillator signal
#   pvo: ta.momentum.PercentageVolumeOscillator
#   pvoSignal: ta.momentum.PercentageVolumeOscillator signal
#   stochRsiK: Stochastic RSI on the Wilder RSI, %K = sma3 (ta's version sits on its own first-bar-seeded RSI)
#   stochRsiD: %D = sma3 of %K
#   tr: true range, bar 0 = high - low
#   atr14: Wilder ATR, simple-mean seed (TA-Lib ATR; ta.volatility.AverageTrueRange agrees)
#   bbBasis: ta.volatility.BollingerBands (population stdev)
#   bbUpper: ta.volatility.BollingerBands
#   bbLower: ta.volatility.BollingerBands
#   stdDev20: population standard deviation, rolling 20
#   kcBasis: ema20
#   kcUpper: ema20 + 2·atr10 (TradingView Keltner, EMA basis)
#   kcLower: ema20 - 2·atr10
#   dcUpper: ta.volatility.DonchianChannel
#   dcLower: ta.volatility.DonchianChannel
#   dcBasis: ta.volatility.DonchianChannel
#   plusDi: Wilder DMI from bar 1 (TA-Lib / TradingView ta.dmi); ta.trend.ADXIndicator departs from it
#   minusDi: Wilder DMI from bar 1
#   adx14: Wilder smoothing of DX seeded with the mean of the first 14 defined DX values (bars 14..27)
#   vortexPlus: ta.trend.VortexIndicator
#   vortexMinus: ta.trend.VortexIndicator
#   tenkan: ta.trend.IchimokuIndicator
#   kijun: ta.trend.IchimokuIndicator
#   spanA: ta.trend.IchimokuIndicator (unshifted)
#   spanB: Ichimoku span B over a full 52-bar window (ta reports it from bar 0 over a growing window)
#   trix: 10000·Δ(ema18³(close))/ema18³ from bar 52; each stage seeded at bar 17 on the stage before
#   trixSignal: ema9 of TRIX from its first defined value
#   dpo20: ta.trend.DPOIndicator
#   kst: KST (10,15,20,30 / 10,10,10,15) over full windows, first at bar 44; ta fills its windows from bar 0
#   kstSignal: sma9 of KST
#   massIndex: ta.trend.MassIndex
#   aroonUp: Aroon over length+1 bars (TradingView); ta uses length bars
#   aroonDown: Aroon over length+1 bars (TradingView)
#   psar: Wilder's parabolic SAR written out (both-prior-bars clamp); ta clamps against one bar and drifts for a bar at 111
#   obv: OBV starting at 0 (TradingView); ta and TA-Lib start at +volume[0]
#   vwap: cumulative VWAP over the whole series
#   mfi14: MFI over 14 flows, first at bar 14 (TA-Lib); ta reports one bar early
#   cmf20: ta.volume.ChaikinMoneyFlowIndicator
#   adl: ta.volume.AccDistIndexIndicator
#   forceIndex13: ta.volume.ForceIndexIndicator
#   eom14: ta.volume.EaseOfMovementIndicator (×1e8 scaling, as the engine and the web terminal); TradingView uses ×1e4
#   pvt: price-volume trend, cumulative from 0
#   renkoOpen: traditional Renko, brick 1.0 from the first close, close-driven — StockCharts / TradingView
#   renkoClose: traditional Renko, brick 1.0
#   lineBreakOpen: three-line break (Nison): continue past the last close, reverse past the extreme of the last three lines
#   lineBreakClose: three-line break
#   kagi: Kagi, fixed reversal 1.0 on closes: vertices of the line
#   pointAndFigure: P&F close method, box 0.5, 3-box reversal: column extremes on the box grid (StockCharts)
BARS
1700000000,100.0,101.802186,99.149794,100.721583,7041
1700003600,100.721583,102.38082,99.559514,101.477256,6834
1700007200,101.477256,102.81181,101.425431,101.671209,6319
1700010800,101.671209,102.683136,101.332475,102.553032,4019
1700014400,102.553032,103.453358,101.16575,101.787906,2659
1700018000,101.787906,103.120022,101.775812,102.32326,8158
1700021600,102.32326,102.857374,101.390656,101.776307,8548
1700025200,101.776307,102.546754,100.328024,100.914809,9909
1700028800,100.914809,101.176099,100.493464,101.143456,3800
1700032400,101.143456,101.863377,99.607846,100.031727,6509
1700036000,100.031727,100.647018,99.943531,100.524645,9641
1700039600,100.524645,101.338182,99.258815,100.298438,4144
1700043200,100.298438,100.488533,99.397866,100.190896,1315
1700046800,100.190896,100.812023,98.969883,99.985422,4859
1700050400,99.985422,101.767772,98.995601,101.08861,2433
1700054000,101.08861,102.603351,100.936066,101.82984,3379
1700057600,101.82984,102.610951,101.731669,102.589987,9821
1700061200,102.589987,103.454776,101.661006,103.293426,1125
1700064800,103.293426,104.152095,102.309408,103.853527,9019
1700068400,103.853527,105.006903,102.967847,103.817655,7346
1700072000,103.817655,104.897091,102.178756,103.229621,8207
1700075600,103.229621,105.428485,102.9063,104.452323,6640
1700079200,104.452323,105.936308,103.72089,105.252714,9425
1700082800,105.252714,105.285109,103.546778,104.329143,7807
1700086400,104.329143,106.214534,103.146042,105.440507,2635
1700090000,105.440507,106.065629,105.12459,105.559659,7238
1700093600,105.559659,106.212743,104.042175,104.926636,9321
1700097200,104.926636,105.465051,104.677652,104.885617,1611
1700100800,104.885617,105.88179,104.768342,104.88486,9730
1700104400,104.88486,105.915026,104.337378,105.652929,2263
1700108000,105.652929,106.798372,104.648085,104.955721,3645
1700111600,104.955721,106.692447,104.924185,105.647169,4673
1700115200,105.647169,106.518832,104.526044,104.606346,5000
1700118800,104.606346,106.557145,103.845536,105.566126,1358
1700122400,105.566126,106.829353,104.81103,106.245832,9181
1700126000,106.245832,107.001754,105.437995,105.781249,7126
1700129600,105.781249,106.330786,105.182492,106.053623,6377
1700133200,106.053623,106.592783,104.808739,105.487788,9126
1700136800,105.487788,106.661034,104.692673,105.769913,3551
1700140400,105.769913,105.792414,105.071867,105.577213,5349
1700144000,105.577213,106.096013,104.966173,105.323814,4118
1700147600,105.323814,106.256654,104.174576,106.011949,8299
1700151200,106.011949,106.903658,105.483861,106.186616,6806
1700154800,106.186616,107.437749,105.672653,106.315035,1755
1700158400,106.315035,106.809857,105.434043,106.40308,9727
1700162000,106.40308,107.235552,106.144015,106.964483,5518
1700165600,106.964483,107.97527,105.927406,106.0639,5071
1700169200,106.0639,106.71212,105.195391,106.084399,8309
1700172800,106.084399,107.118962,104.579439,105.080385,9625
1700176400,105.080385,105.200229,104.876217,105.005027,9448
1700180000,105.005027,106.65017,104.662829,106.085361,8438
1700183600,106.085361,107.748104,105.848522,107.015167,1760
1700187200,107.015167,107.411527,105.381256,106.139448,8914
1700190800,106.139448,106.301864,105.268026,105.715311,3669
1700194400,105.715311,107.724402,105.11591,106.966948,3364
1700198000,106.966948,107.979472,105.835594,106.350116,4848
1700201600,106.350116,107.950673,105.81892,107.429467,2334
1700205200,107.429467,108.271737,106.538473,107.275894,6959
1700208800,107.275894,107.678964,107.12843,107.615287,1745
1700212400,107.615287,108.603011,106.403579,106.80649,4262
1700216000,106.80649,108.698025,106.534621,107.965241,2578
1700219600,107.965241,109.493176,107.903165,109.158843,7402
1700223200,109.158843,109.447977,108.799303,109.13019,4747
1700226800,109.13019,110.725585,108.180314,110.197379,6036
1700230400,110.197379,110.556574,109.156688,109.874217,7290
1700234000,109.874217,110.277023,108.269474,109.032742,2949
1700237600,109.032742,109.890485,108.054249,109.075433,3716
1700241200,109.075433,110.075202,108.047279,108.249682,5116
1700244800,108.249682,108.538987,106.906837,107.55334,8082
1700248400,107.55334,108.140677,107.476938,108.074486,5768
1700252000,108.074486,108.963581,106.976625,107.967196,3043
1700255600,107.967196,108.827162,106.80311,108.774375,2088
1700259200,108.774375,109.413557,107.446345,108.079456,5062
1700262800,108.079456,109.74178,107.442724,108.731404,5790
1700266400,108.731404,109.255836,108.510069,108.822887,1751
1700270000,108.822887,109.356931,107.494095,108.521264,5211
1700273600,108.521264,108.919936,106.750825,107.568954,9371
